iter	MultiClass
413	0.0001040857222
414	0.0001038306884
415	0.0001034968124
416	0.0001031863112
417	0.000102974228
418	0.0001027246667
419	0.000102427427
420	0.0001022059457
421	0.0001018824836
422	0.0001016340552
423	0.0001014042826
424	0.0001011756024
425	0.0001009223058
426	0.0001007154643
427	0.0001004214405
428	0.0001002206812
429	9.998864012e-05
430	9.973883038e-05
431	9.951255218e-05
432	9.926768724e-05
433	9.896237311e-05
434	9.86975617e-05
435	9.850640298e-05
436	9.830425542e-05
437	9.806537007e-05
438	9.784421006e-05
439	9.758543061e-05
440	9.736646379e-05
441	9.711054394e-05
442	9.696769258e-05
443	9.674283444e-05
444	9.65085115e-05
445	9.627097801e-05
446	9.605797543e-05
447	9.586623486e-05
448	9.563908515e-05
449	9.540589052e-05
450	9.514216318e-05
451	9.492949172e-05
452	9.473396857e-05
453	9.452777145e-05
454	9.442653055e-05
455	9.419923995e-05
456	9.402266516e-05
457	9.384682096e-05
458	9.367170252e-05
459	9.348687458e-05
460	9.326417934e-05
461	9.302927003e-05
462	9.284704029e-05
463	9.264897934e-05
464	9.249726733e-05
465	9.230704298e-05
466	9.213598112e-05
467	9.19399485e-05
468	9.176440251e-05
469	9.157266091e-05
470	9.138003359e-05
471	9.117158398e-05
472	9.107719859e-05
473	9.087226343e-05
474	9.068261842e-05
475	9.049287361e-05
476	9.028426604e-05
477	9.019540774e-05
478	8.997571662e-05
479	8.974069876e-05
480	8.953552987e-05
481	8.935144735e-05
482	8.914808484e-05
483	8.895425269e-05
484	8.879704253e-05
485	8.861510957e-05
486	8.84211909e-05
487	8.821017588e-05
488	8.811573213e-05
489	8.793361721e-05
490	8.77249742e-05
491	8.757057546e-05
492	8.741831241e-05
493	8.72238204e-05
494	8.704914167e-05
495	8.69006539e-05
496	8.673279851e-05
497	8.656562483e-05
498	8.633288085e-05
499	8.624245303e-05
.383003785e-05
